,original_title,genre,release_year,runtime,prediction
810,"You, Me and Dupree","Comedy,Romance",2006,108,1.0
811,Superman II,"Action,Adventure,Fantasy,Science Fiction",1980,127,0.0
812,Gigli,Drama,2003,121,0.0
813,All the King's Men,"Drama,Thriller",2006,125,1.0
814,Shaft,"Action,Adventure,Crime,Thriller",2000,99,0.0
815,Anastasia,"Animation,Family",1997,94,0.0
816,Moulin Rouge!,"Drama,Music,Romance",2001,127,0.0
817,Domestic Disturbance,"Mystery,Thriller,Crime",2001,89,1.0
818,Black Mass,"Crime,Drama",2015,122,1.0
819,Flags of Our Fathers,"War,Drama,History",2006,132,0.0
820,Law Abiding Citizen,"Drama,Crime,Thriller",2009,109,0.0
821,Grindhouse,"Thriller,Action,Horror",2007,191,0.0
822,Catch Me If You Can,"Drama,Crime",2002,141,1.0
823,Zero Dark Thirty,"Thriller,Drama,History",2012,157,0.0
824,The BreakUp,"Romance,Comedy",2006,106,0.0
825,Mamma Mia!,"Comedy,Romance",2008,108,0.0
826,Valentine's Day,"Comedy,Romance",2010,125,1.0
827,The Dukes of Hazzard,"Action,Adventure,Comedy",2005,104,0.0
828,The Thin Red Line,"Drama,History,War",1998,170,0.0
829,The ChangeUp,Comedy,2011,112,1.0
830,Man on the Moon,"Comedy,Drama,Romance",1999,118,1.0
831,Casino,"Drama,Crime",1995,178,1.0
832,From Paris with Love,"Action,Crime,Thriller",2010,92,1.0
833,"Me, Myself & Irene",Comedy,2000,116,1.0
834,Barnyard,"Animation,Comedy,Family",2006,90,0.0
835,The Twilight Saga New Moon,"Adventure,Fantasy,Drama,Romance",2009,130,1.0
836,Shrek,"Adventure,Animation,Comedy,Family,Fantasy",2001,90,1.0
837,The Adjustment Bureau,"Science Fiction,Thriller,Romance",2011,106,0.0
838,Robin Hood Prince of Thieves,Adventure,1991,143,1.0
839,Jerry Maguire,"Comedy,Drama,Romance",1996,139,0.0
840,Ted,"Comedy,Fantasy",2012,106,1.0
841,As Good as It Gets,"Comedy,Romance",1997,139,0.0
842,Patch Adams,"Comedy,Drama",1998,115,1.0
843,Anchorman 2 The Legend Continues,Comedy,2013,119,0.0
844,Mr. Deeds,"Comedy,Romance",2002,96,0.0
845,Super 8,"Thriller,Science Fiction,Mystery",2011,112,1.0
846,Erin Brockovich,Drama,2000,131,0.0
847,How to Lose a Guy in 10 Days,"Comedy,Romance",2003,116,0.0
848,22 Jump Street,"Crime,Comedy,Action",2014,112,1.0
849,Interview with the Vampire,"Horror,Romance",1994,123,0.0
850,Yes Man,Comedy,2008,104,0.0
851,Central Intelligence,"Action,Comedy",2016,107,1.0
852,Daddy's Home,Comedy,2015,96,0.0
853,Into the Woods,"Fantasy,Comedy,Music",2014,125,0.0
854,Inside Man,"Crime,Drama,Thriller",2006,129,0.0
855,Payback,"Drama,Action,Thriller,Crime",1999,100,1.0
856,Congo,"Action,Adventure,Drama,Mystery,Science Fiction,Thriller",1995,109,0.0
857,We Bought a Zoo,"Drama,Comedy,Family",2011,124,0.0
858,Knowing,"Action,Adventure,Drama,Mystery,Science Fiction,Thriller",2009,121,1.0
859,Failure to Launch,Comedy,2006,97,1.0
860,The Ring Two,"Drama,Horror,Thriller",2005,110,1.0
861,"Crazy, Stupid, Love.","Comedy,Drama,Romance",2011,118,1.0
862,Garfield,"Animation,Comedy,Family",2004,80,1.0
863,Moneyball,Drama,2011,133,0.0
864,Outbreak,"Action,Drama,Science Fiction,Thriller",1995,127,0.0
865,NonStop,"Action,Thriller,Mystery",2014,106,1.0
866,Race to Witch Mountain,"Adventure,Family,Fantasy,Science Fiction,Thriller,Action",2009,98,1.0
867,V for Vendetta,"Action,Thriller,Fantasy",2006,132,0.0
868,Shanghai Knights,"Action,Adventure,Comedy,Western",2003,115,1.0
869,Curious George,"Adventure,Animation,Comedy,Family",2006,86,1.0
870,Herbie Fully Loaded,"Comedy,Family,Adventure,Fantasy,Romance",2005,101,0.0
871,Don't Say a Word,Thriller,2001,113,1.0
872,Hansel & Gretel Witch Hunters,"Fantasy,Horror,Action",2013,88,1.0
873,Unfaithful,"Thriller,Drama",2002,124,0.0
874,I Am Number Four,"Action,Thriller,Science Fiction,Adventure",2011,109,0.0
875,Syriana,"Drama,Thriller",2005,128,1.0
876,13 Hours The Secret Soldiers of Benghazi,"Action,Drama,History,Thriller,War",2016,144,0.0
877,The Book of Life,"Romance,Animation,Adventure,Comedy,Family,Fantasy",2014,95,0.0
878,Firewall,Thriller,2006,105,1.0
879,Absolute Power,"Crime,Drama,Thriller",1997,121,1.0
880,G.I. Jane,"Action,Drama",1997,125,1.0
881,The Game,"Drama,Thriller,Mystery",1997,129,0.0
882,Silent Hill,"Horror,Mystery",2006,125,0.0
883,American Reunion,Comedy,2012,113,1.0
884,The Negotiator,"Action,Adventure,Crime,Drama,Mystery,Thriller",1998,140,1.0
885,Into the Storm,"Action,Thriller",2014,89,1.0
886,Beverly Hills Cop III,"Action,Comedy,Crime",1994,104,1.0
887,Gremlins 2 The New Batch,"Comedy,Horror,Fantasy",1990,106,1.0
888,The Judge,Drama,2014,141,1.0
889,Resident Evil Apocalypse,"Horror,Action,Science Fiction",2004,94,1.0
890,Bridget Jones The Edge of Reason,"Comedy,Romance",2004,108,0.0
891,Out of Time,"Thriller,Crime,Drama",2003,105,1.0
892,On Deadly Ground,"Action,Thriller",1994,102,1.0
893,The Adventures of Sharkboy and Lavagirl,"Adventure,Family,Science Fiction",2005,92,0.0
894,The Beach,"Drama,Adventure,Romance,Thriller",2000,119,1.0
895,Raising Helen,"Drama,Comedy,Romance",2004,119,0.0
896,Ninja Assassin,"Action,Crime,Thriller",2009,99,1.0
897,Striptease,"Drama,Thriller,Crime",1996,115,0.0
898,Marmaduke,"Family,Comedy",2010,87,1.0
899,Hereafter,"Drama,Fantasy",2010,129,0.0
900,Murder by Numbers,"Crime,Drama,Thriller",2002,120,1.0
901,Assassins,"Action,Adventure,Crime,Thriller",1995,132,0.0
902,Hannibal Rising,"Crime,Drama,Thriller",2007,121,1.0
903,The Story of Us,"Comedy,Drama,Romance",1999,95,1.0
904,The Host,"Action,Adventure,Romance,Science Fiction,Thriller",2013,125,1.0
905,Basic,"Action,Drama,Mystery,Thriller,Crime",2003,98,1.0
906,Blood Work,"Crime,Drama,Mystery,Thriller",2002,110,1.0
907,The International,"Drama,Thriller,Crime",2009,118,0.0
908,Escape from L.A.,"Action,Adventure,Science Fiction,Thriller",1996,97,0.0
909,The Iron Giant,"Adventure,Animation,Family,Fantasy,Science Fiction",1999,86,0.0
910,The Life Aquatic with Steve Zissou,"Adventure,Comedy,Drama",2004,119,0.0
911,Free State of Jones,"War,Action,Drama,History,Thriller",2016,139,0.0
912,The Life of David Gale,"Drama,Thriller,Crime",2003,130,1.0
913,Run All Night,"Action,Crime,Drama,Mystery,Thriller",2015,114,1.0
914,Eastern Promises,"Thriller,Crime,Mystery",2007,100,1.0
915,Into the Blue,"Action,Thriller,Adventure,Crime",2005,110,1.0
916,Your Highness,Comedy,2011,102,1.0
917,Dream House,"Drama,Thriller,Mystery",2011,84,0.0
918,Mad City,"Action,Drama,Thriller",1997,114,0.0
919,Baby's Day Out,"Action,Adventure,Comedy,Family",1994,99,0.0
920,The Scarlet Letter,"Drama,History,Romance",1995,135,1.0
921,Fair Game,"Drama,Thriller",2010,108,1.0
922,Domino,"Action,Crime",2005,127,0.0
923,Jade,"Action,Thriller,Mystery,Romance",1995,95,1.0
924,Gamer,"Action,Thriller,Science Fiction",2009,95,0.0
925,Beautiful Creatures,"Fantasy,Drama,Romance",2013,124,0.0
926,Zoolander 2,Comedy,2016,100,1.0
927,The Big Bounce,"Comedy,Crime",2004,88,0.0
928,Drive Angry,"Fantasy,Thriller,Action,Crime",2011,105,0.0
929,Street Fighter The Legend of ChunLi,"Action,Adventure,Science Fiction,Thriller",2009,97,1.0
930,The One,"Action,Science Fiction,Thriller",2001,87,1.0
931,The Adventures of Ford Fairlane,"Action,Comedy,Thriller,Crime,Mystery",1990,104,1.0
932,The Boat That Rocked,"Drama,Comedy",2009,116,1.0
933,Traffic,"Thriller,Drama,Crime",2000,147,0.0
934,Indiana Jones and the Last Crusade,"Adventure,Action",1989,127,0.0
935,Chappie,"Crime,Action,Science Fiction",2015,120,0.0
936,The Bone Collector,"Drama,Mystery,Thriller,Crime",1999,118,1.0
937,Panic Room,"Crime,Drama,Thriller",2002,111,1.0
938,Three Kings,"Action,Adventure,Comedy",1999,114,1.0
939,Child 44,"Crime,Thriller",2015,137,0.0
940,Rat Race,"Adventure,Comedy",2001,112,0.0
941,KPAX,"Drama,Science Fiction",2001,120,1.0
942,Bedazzled,"Fantasy,Comedy,Romance",2000,93,0.0
943,The Cotton Club,"Music,Drama,Crime,Romance",1984,127,0.0
944,310 to Yuma,Western,2007,122,0.0
945,Taken 3,"Thriller,Action",2014,109,1.0
946,Out of Sight,"Romance,Comedy,Crime",1998,123,0.0
947,The Cable Guy,"Comedy,Drama,Thriller",1996,96,0.0
948,Dick Tracy,"Adventure,Action,Comedy,Thriller,Crime",1990,103,0.0
949,The Thomas Crown Affair,"Drama,Crime,Romance",1999,113,1.0
950,Riding in Cars with Boys,"Comedy,Drama,Romance",2001,132,0.0
951,First Blood,"Action,Adventure,Thriller,War",1982,93,0.0
952,Happily N'Ever After,"Animation,Comedy,Family,Fantasy,Science Fiction",2006,75,0.0
953,Mary Reilly,"Drama,Horror,Thriller,Romance",1996,104,0.0
954,My Best Friend's Wedding,"Comedy,Romance",1997,105,0.0
955,Insomnia,"Crime,Mystery,Thriller",2002,118,0.0
956,Star Trek First Contact,"Science Fiction,Action,Adventure,Thriller",1996,111,1.0
957,Jonah Hex,"Action,Western,Drama,Fantasy,Thriller",2010,80,1.0
958,Courage Under Fire,"Drama,Thriller,Mystery,War",1996,117,0.0
959,Liar Liar,Comedy,1997,86,0.0
960,The Infiltrator,"Crime,Drama,Thriller",2016,127,1.0
961,Inchon,"Drama,History,War",1981,140,0.0
962,The Flintstones,"Fantasy,Comedy,Family",1994,91,0.0
963,Taken 2,"Action,Crime,Thriller",2012,91,1.0
964,Scary Movie 3,Comedy,2003,84,0.0
965,Miss Congeniality,"Comedy,Crime,Action",2000,111,1.0
966,Journey to the Center of the Earth,"Action,Science Fiction,Adventure,Comedy,Family",2008,93,1.0
967,The Princess Diaries 2 Royal Engagement,"Comedy,Drama,Family,Romance",2004,113,1.0
968,The Pelican Brief,"Drama,Mystery,Thriller,Crime",1993,141,1.0
969,The Client,"Drama,Thriller,Crime,Mystery",1994,119,0.0
970,The Bucket List,"Drama,Comedy",2007,97,1.0
971,Patriot Games,"Drama,Action,Thriller,Crime",1992,117,1.0
972,MonsterinLaw,"Romance,Comedy",2005,101,1.0
973,Prisoners,"Drama,Thriller,Crime",2013,153,1.0
974,Training Day,"Action,Crime,Drama,Thriller",2001,122,0.0
975,Galaxy Quest,"Comedy,Family,Science Fiction",1999,102,1.0
976,Scary Movie 2,Comedy,2001,83,0.0
977,The Muppets,"Comedy,Family,Music",2011,103,1.0
978,Blade,"Horror,Action",1998,120,1.0
979,Coach Carter,Drama,2005,136,1.0
980,Changing Lanes,"Action,Adventure,Crime,Thriller",2002,89,0.0
981,Anaconda,"Adventure,Horror,Thriller",1997,89,1.0
982,Coyote Ugly,Comedy,2000,100,1.0
983,Love Actually,"Comedy,Romance,Drama",2003,135,1.0
984,A Bug's Life,"Adventure,Animation,Comedy,Family",1998,95,0.0
985,From Hell,"Horror,Mystery,Thriller",2001,122,1.0
986,The Specialist,"Action,Thriller",1994,110,0.0
987,Tin Cup,"Comedy,Drama,Romance",1996,135,0.0
988,Kicking & Screaming,"Romance,Comedy,Family",2005,95,1.0
989,The Hitchhiker's Guide to the Galaxy,"Adventure,Comedy,Family,Science Fiction",2005,109,1.0
990,Resident Evil Extinction,"Horror,Action,Science Fiction",2007,94,0.0
991,Blended,Comedy,2014,117,1.0
992,Last Holiday,"Adventure,Comedy,Drama",2006,112,0.0
993,Savages,"Crime,Drama,Thriller",2012,131,1.0
994,Cellular,"Action,Adventure,Crime,Thriller",2004,94,1.0
995,Johnny English,"Adventure,Action,Comedy",2003,88,1.0
996,The Ant Bully,"Fantasy,Adventure,Animation,Comedy,Family",2006,88,0.0
997,Dune,"Action,Science Fiction,Adventure",1984,137,0.0
998,Revolutionary Road,"Drama,Romance",2008,119,1.0
999,16 Blocks,"Action,Adventure,Crime,Thriller",2006,105,0.0
1000,Babylon A.D.,"Action,Adventure,Science Fiction,Thriller",2008,101,0.0
1001,Aliens in the Attic,"Adventure,Comedy,Family,Fantasy,Science Fiction",2009,86,1.0
1002,The Pledge,"Crime,Drama,Mystery,Thriller",2001,123,0.0
1003,The Producers,"Comedy,Music",2005,134,0.0
1004,The Phantom,"Adventure,Action",1996,100,0.0
1005,Nixon,"History,Drama",1995,192,1.0
1006,The Ghost Writer,"Thriller,Mystery",2010,128,1.0
1007,Deep Rising,"Adventure,Action,Horror,Science Fiction",1998,106,0.0
1008,Miracle at St. Anna,"Drama,War",2008,160,0.0
1009,Bangkok Dangerous,"Action,Crime,Thriller",2008,99,0.0
1010,Big Trouble,"Action,Comedy,Thriller",2002,85,1.0
1011,Love in the Time of Cholera,"Drama,Romance",2007,139,1.0
1012,Shadow Conspiracy,"Action,Thriller",1997,103,0.0
1013,Johnny English Reborn,"Crime,Adventure,Action,Comedy,Thriller",2011,101,0.0
1014,Foodfight!,"Animation,Action,Comedy,Family",2012,87,0.0
1015,Argo,"Drama,Thriller",2012,120,1.0
1016,The Fugitive,"Adventure,Action,Thriller,Crime,Mystery",1993,130,0.0
1017,The Bounty Hunter,Action,2010,110,0.0
1018,Sleepers,"Crime,Drama,Thriller",1996,147,0.0
1019,Rambo First Blood Part II,"Action,Adventure,Thriller,War",1985,96,1.0
1020,Pinocchio,"Animation,Family",1940,88,0.0
1021,Heaven's Gate,"Action,Drama,History,Western",1980,219,0.0
1022,Underworld Evolution,"Fantasy,Action,Science Fiction,Thriller",2006,106,1.0
1023,Victor Frankenstein,"Drama,Science Fiction,Thriller",2015,109,1.0
1024,Finding Forrester,Drama,2000,136,0.0
1025,Unleashed,"Action,Crime",2005,103,1.0
1026,The Sweetest Thing,"Romance,Comedy",2002,84,1.0
1027,The Firm,"Drama,Mystery,Thriller",1993,154,1.0
1028,Charlie St. Cloud,Drama,2010,99,1.0
1029,The Mechanic,"Action,Thriller,Crime",2011,93,1.0
1030,21 Jump Street,"Action,Comedy,Crime",2012,109,1.0
1031,Notting Hill,"Romance,Comedy,Drama",1999,124,3.0
1032,Chicken Run,"Animation,Comedy,Family",2000,84,0.0
1033,Along Came Polly,"Comedy,Romance",2004,90,0.0
1034,Boomerang,"Comedy,Romance",1992,117,0.0
1035,The Heat,"Action,Comedy,Crime",2013,117,1.0
1036,Cleopatra,"Drama,History,Romance",1963,248,0.0
1037,High Crimes,"Drama,Mystery,Thriller,Crime",2002,115,0.0
1038,The Mothman Prophecies,"Drama,Horror,Mystery",2002,119,1.0
1039,Licence to Kill,"Adventure,Action,Thriller",1989,133,0.0
1040,Red Riding Hood,"Fantasy,Thriller,Horror",2011,100,1.0
1041,15 Minutes,"Action,Crime,Thriller",2001,120,0.0
1042,Super Mario Bros.,"Adventure,Comedy,Family,Fantasy",1993,104,0.0
1043,Lord of War,"Crime,Drama,Thriller",2005,122,1.0
1044,One for the Money,"Action,Comedy,Crime",2012,91,0.0
1045,The Interview,"Action,Comedy",2014,112,1.0
1046,The Warrior's Way,"Adventure,Fantasy,Action,Western,Thriller",2010,100,1.0
1047,8 Mile,Drama,2002,110,1.0
1048,A Knight's Tale,"Adventure,Drama,Romance,Action",2001,132,0.0
1049,The Sixth Sense,"Mystery,Thriller,Drama",1999,107,0.0
1050,Man on a Ledge,"Action,Thriller,Crime",2012,102,1.0
1051,The Big Year,Comedy,2011,100,0.0
1052,The Karate Kid,Drama,1984,126,1.0
1053,American Hustle,"Drama,Crime",2013,138,1.0
1054,The Proposal,"Comedy,Romance,Drama",2009,108,0.0
1055,Double Jeopardy,"Crime,Drama,Mystery,Thriller",1999,105,1.0
1056,Back to the Future Part II,"Adventure,Comedy,Family,Science Fiction",1989,108,1.0
1057,Lucy,"Action,Science Fiction",2014,89,0.0
1058,Fifty Shades of Grey,"Drama,Romance,Thriller",2015,125,1.0
1059,Spy Kids 3D Game Over,"Action,Adventure,Comedy,Family,Science Fiction",2003,84,0.0
1060,A Time to Kill,"Crime,Drama,Thriller",1996,149,1.0
1061,Cheaper by the Dozen,Comedy,2003,98,1.0
1062,Lone Survivor,"Action,Drama,Thriller,War",2013,121,1.0
1063,A League of Their Own,Comedy,1992,128,0.0
1064,The Conjuring 2,Horror,2016,134,0.0
1065,The Social Network,Drama,2010,120,1.0
1066,He's Just Not That Into You,"Comedy,Romance,Drama",2009,129,1.0
1067,Scary Movie 4,Comedy,2006,83,0.0
1068,Scream 3,"Horror,Mystery",2000,116,0.0
1069,Back to the Future Part III,"Adventure,Comedy,Family,Science Fiction",1990,118,1.0
1070,Get Hard,Comedy,2015,100,0.0
1071,Dracula,"Romance,Horror",1992,128,0.0
1072,Julie & Julia,"Romance,Drama",2009,123,1.0
1073,42,Drama,2013,128,0.0
1074,The Talented Mr. Ripley,"Thriller,Crime,Drama",1999,139,1.0
1075,Dumb and Dumber To,Comedy,2014,110,0.0
1076,Eight Below,"Adventure,Drama,Family",2006,120,0.0
1077,The Intern,Comedy,2015,121,0.0
1078,Ride Along 2,"Action,Comedy",2016,102,1.0
1079,The Last of the Mohicans,"Action,Adventure,Drama,History,Romance,War",1992,112,0.0
1080,Ray,"Drama,Music",2004,152,0.0
1081,Sin City,"Action,Thriller,Crime",2005,124,0.0
1082,Vantage Point,"Drama,Action,Thriller,Crime",2008,90,1.0
1083,"I Love You, Man",Comedy,2009,105,1.0
1084,Shallow Hal,"Comedy,Romance",2001,114,1.0
1085,JFK,"Drama,Thriller,History",1991,189,1.0
1086,Big Momma's House 2,"Comedy,Crime",2006,99,0.0
1087,The Mexican,"Action,Comedy,Crime,Romance",2001,123,1.0
1088,17 Again,Comedy,2009,102,0.0
1089,The Other Woman,"Comedy,Romance",2014,109,0.0
1090,The Final Destination,"Horror,Mystery",2009,82,1.0
1091,Bridge of Spies,"Thriller,Drama",2015,141,0.0
1092,Behind Enemy Lines,"Action,Drama,Thriller,War",2001,106,1.0
1093,Get Him to the Greek,Comedy,2010,109,0.0
1094,Shall We Dance?,"Drama,Romance,Comedy",2004,107,0.0
1095,Small Soldiers,"Comedy,Adventure,Fantasy,Science Fiction,Action",1998,110,1.0
1096,Spawn,"Action,Adventure,Fantasy,Horror,Science Fiction,Thriller",1997,96,1.0
1097,The Count of Monte Cristo,"Action,Adventure,Drama,Thriller",2002,131,0.0
1098,The Lincoln Lawyer,"Crime,Drama,Thriller",2011,119,1.0
1099,Unknown,"Action,Mystery,Thriller",2011,113,1.0
1100,The Prestige,"Drama,Mystery,Thriller",2006,130,1.0
1101,Horrible Bosses 2,Comedy,2014,108,1.0
1102,Escape from Planet Earth,"Animation,Comedy,Adventure,Family,Science Fiction",2013,89,1.0
1103,Apocalypto,"Action,Adventure,Drama,Thriller",2006,139,1.0
1104,The Living Daylights,"Action,Adventure,Thriller",1987,130,1.0
1105,Predators,"Action,Science Fiction,Adventure,Thriller",2010,107,1.0
1106,Secret Window,"Thriller,Mystery",2004,96,0.0
1107,The Lake House,"Romance,Drama,Mystery",2006,99,1.0
1108,The Skeleton Key,"Drama,Horror,Mystery,Thriller",2005,104,1.0
1109,Made of Honor,"Comedy,Romance",2008,101,0.0
1110,Jersey Boys,"Music,Drama",2014,134,1.0
1111,The Rainmaker,"Drama,Crime,Thriller",1997,135,0.0
1112,Gothika,"Horror,Thriller",2003,98,0.0
1113,Amistad,"Drama,History,Mystery",1997,155,0.0
1114,Aliens vs Predator Requiem,"Fantasy,Action,Science Fiction,Thriller,Horror",2007,94,0.0
1115,Music and Lyrics,"Comedy,Music,Romance",2007,96,3.0
1116,Paul,"Adventure,Comedy,Science Fiction",2011,104,0.0
1117,The Guilt Trip,Comedy,2012,95,1.0
1118,Scream 4,"Horror,Mystery",2011,111,0.0
1119,8MM,"Thriller,Crime,Mystery",1999,123,0.0
1120,The Doors,"Drama,Music",1991,140,1.0
1121,Sex Tape,Comedy,2014,97,1.0
1122,Hanging Up,"Comedy,Drama",2000,94,0.0
1123,Final Destination 5,"Horror,Mystery",2011,92,1.0
1124,Pay It Forward,"Drama,Romance",2000,122,0.0
1125,Fever Pitch,"Comedy,Drama,Romance",2005,103,1.0
1126,The Shadow,"Adventure,Fantasy,Action,Thriller,Science Fiction",1994,108,1.0
1127,Extremely Loud & Incredibly Close,Drama,2011,129,0.0
1128,Morning Glory,"Comedy,Drama,Romance",2010,102,0.0
1129,Get Rich or Die Tryin',Drama,2005,117,1.0
1130,The Art of War,"Crime,Action,Adventure",2000,117,0.0
1131,Rent,"Drama,Romance",2005,135,1.0
1132,The OutofTowners,Comedy,1999,90,0.0
1133,The Island of Dr. Moreau,"Fantasy,Horror,Science Fiction",1996,96,0.0
1134,The Musketeer,"Action,Adventure,Drama",2001,104,0.0
1135,Sweet November,"Drama,Romance",2001,119,0.0
1136,The Reaping,Horror,2007,99,0.0
1137,Mean Streets,"Drama,Crime",1973,110,1.0
1138,Renaissance Man,"Comedy,War",1994,128,0.0
1139,Colombiana,"Action,Thriller,Crime,Drama",2011,108,0.0
1140,Quest for Camelot,"Fantasy,Animation,Drama,Romance,Family",1998,86,1.0
1141,City By The Sea,"Crime,Drama,Mystery",2002,108,1.0
1142,Torque,Action,2004,84,1.0
1143,Showgirls,Drama,1995,128,0.0
1144,Marie Antoinette,"Drama,History",2006,123,0.0
1145,Get Carter,"Action,Drama,Thriller,Crime",2000,102,1.0
1146,Lo imposible,"Thriller,Drama",2012,113,1.0
1147,Ishtar,"Action,Adventure,Comedy",1987,107,0.0
1148,Fantastic Mr. Fox,"Adventure,Animation,Comedy,Family",2009,87,0.0
1149,Life or Something Like It,"Comedy,Drama,Romance",2002,103,1.0
1150,Memoirs of an Invisible Man,"Comedy,Fantasy,Science Fiction",1992,99,1.0
1151,Alfie,Comedy,2004,103,0.0
1152,Big Miracle,"Adventure,Drama,Romance",2012,107,1.0
1153,The Deep End of the Ocean,"Drama,Mystery",1999,106,0.0
1154,FearDotCom,"Horror,Thriller",2002,101,1.0
1155,Cirque du Freak The Vampire's Assistant,"Adventure,Fantasy,Action,Thriller",2009,109,1.0
1156,Duplex,"Action,Comedy,Thriller",2003,89,1.0
1157,Universal Soldier The Return,"Action,Science Fiction",1999,82,0.0
1158,Pandorum,"Action,Horror,Mystery,Science Fiction,Thriller",2009,108,1.0
1159,Extreme Ops,"Action,Adventure,Drama,Thriller",2002,93,0.0
1160,Sunshine,"Science Fiction,Thriller",2007,107,1.0
1161,A Thousand Words,"Drama,Comedy",2012,91,0.0
1162,The Gunman,"Action,Drama,Crime",2015,115,1.0
1163,Stormbreaker,"Adventure,Action,Family",2006,93,0.0
1164,Disturbia,"Thriller,Drama,Mystery",2007,105,0.0
1165,Hackers,"Action,Crime,Thriller,Drama",1995,107,1.0
1166,The Crow,"Fantasy,Action,Thriller",1994,102,5.0
1167,The Time Traveler's Wife,"Drama,Romance,Fantasy",2009,107,1.0
1168,Frankenweenie,"Animation,Comedy,Family",2012,87,0.0
1169,Serenity,"Science Fiction,Action,Adventure,Thriller",2005,119,1.0
1170,Against the Ropes,"Romance,Drama",2004,106,0.0
1171,Superman III,"Comedy,Action,Adventure,Fantasy,Science Fiction",1983,125,1.0
1172,Grudge Match,Comedy,2013,113,1.0
1173,Sweet Home Alabama,"Comedy,Romance",2002,108,0.0
1174,The Ugly Truth,"Comedy,Romance",2009,96,1.0
1175,Spy Kids 2 The Island of Lost Dreams,"Action,Adventure,Family",2002,100,0.0
1176,Star Trek Generations,"Science Fiction,Action,Adventure,Thriller",1994,118,0.0
1177,Water for Elephants,"Drama,Romance",2011,120,1.0
1178,The Hurricane,Drama,1999,146,0.0
1179,Enough,"Drama,Thriller",2002,114,1.0
1180,Paul Blart Mall Cop 2,"Action,Comedy,Family",2015,94,1.0
1181,Angel Eyes,"Drama,Romance,Thriller",2001,102,1.0
1182,The Ninth Gate,"Horror,Mystery,Thriller",1999,133,0.0
1183,Extreme Measures,"Drama,Thriller",1996,118,0.0
1184,Rock Star,"Music,Drama,Comedy",2001,105,1.0
1185,Precious,Drama,2009,110,1.0
1186,White Squall,"Action,Drama",1996,129,1.0
1187,The Thing,"Horror,Mystery,Science Fiction",1982,109,1.0
1188,Riddick,"Science Fiction,Action,Thriller",2013,119,1.0
1189,Switchback,"Action,Adventure,Mystery,Thriller",1997,118,1.0
1190,City of Ember,"Adventure,Family,Fantasy",2008,90,1.0
1191,The Master,Drama,2012,137,0.0
1192,Virgin Territory,"Adventure,Action,Comedy,Romance",2007,93,1.0
1193,The Express,Drama,2008,130,1.0
1194,The 5th Wave,"Adventure,Science Fiction",2016,112,0.0
1195,Creed,Drama,2015,133,1.0
1196,The Town,"Crime,Drama,Thriller",2010,125,1.0
1197,What to Expect When You're Expecting,"Romance,Comedy,Drama",2012,110,0.0
1198,Burn After Reading,"Comedy,Drama",2008,96,1.0
1199,Nim's Island,"Adventure,Comedy,Family,Fantasy",2008,96,0.0
1200,Rush,"Drama,Action",2013,123,0.0
1201,Magnolia,Drama,1999,188,0.0
1202,Cop Out,"Action,Comedy,Crime",2010,107,1.0
1203,How to Be Single,"Comedy,Romance",2016,110,1.0
1204,Dolphin Tale,"Drama,Family",2011,113,1.0
1205,Twilight,"Adventure,Fantasy,Drama,Romance",2008,122,0.0
1206,John Q,"Drama,Thriller,Crime",2002,116,0.0
1207,Blue Streak,"Action,Comedy,Crime",1999,93,1.0
1208,We're the Millers,"Comedy,Crime",2013,110,1.0
1209,Breakdown,"Drama,Action,Thriller",1997,95,0.0
1210,Never Say Never Again,"Adventure,Action,Thriller",1983,134,1.0
1211,Hot Tub Time Machine,"Science Fiction,Comedy,Adventure",2010,101,1.0
1212,Dolphin Tale 2,"Family,Drama",2014,107,0.0
1213,Reindeer Games,Thriller,2000,124,0.0
1214,A Man Apart,"Action,Drama",2003,109,1.0
1215,Aloha,"Drama,Comedy,Romance",2015,105,1.0
1216,The Rite,"Drama,Thriller,Horror",2011,114,0.0
1217,Gattaca,"Thriller,Science Fiction,Mystery,Romance",1997,106,1.0
1218,Space Chimps,"Animation,Family",2008,81,1.0
1219,The Hangover,Comedy,2009,100,1.0
1220,Austin Powers The Spy Who Shagged Me,"Adventure,Comedy,Crime,Science Fiction",1999,95,1.0
1221,Batman,"Fantasy,Action",1989,126,1.0
1222,Lethal Weapon 3,"Adventure,Action,Comedy,Thriller,Crime",1992,118,1.0
1223,The Blind Side,Drama,2009,129,1.0
1224,Spy Kids,"Action,Comedy,Family,Adventure",2001,88,0.0
1225,Horrible Bosses,"Comedy,Crime",2011,98,1.0
1226,True Grit,"Drama,Adventure,Western",2010,110,0.0
1227,The Devil Wears Prada,"Comedy,Drama,Romance",2006,109,0.0
1228,Star Trek The Motion Picture,"Science Fiction,Adventure,Mystery",1979,132,1.0
1229,Identity Thief,"Comedy,Crime",2013,111,1.0
1230,Cape Fear,"Crime,Thriller",1991,128,0.0
1231,21,"Drama,Crime",2008,123,0.0
1232,Trainwreck,Comedy,2015,125,1.0
1233,Guess Who,"Comedy,Romance",2005,105,1.0
1234,The English Patient,"Drama,Romance,War",1996,162,0.0
1235,L.A. Confidential,"Crime,Drama,Mystery,Thriller",1997,138,0.0
1236,Sky High,"Adventure,Comedy,Family",2005,100,1.0
1237,Species,"Science Fiction,Horror,Action",1995,108,0.0
1238,A Nightmare on Elm Street,Horror,1984,91,1.0
